"lat","long","x","y","FID"
-10.433333,-48.3,-48.3,-10.433333,0
-12.25,-49.25,-49.25,-12.25,0
-11.716667,-49.116667,-49.116667,-11.716667,0
-8.62222,-46.73917,-46.73917,-8.62222,0
-4.546028,-46.670533,-46.670533,-4.546028,0
-15.376667,-58.977778,-58.977778,-15.376667,0
-16.021311,-55.74754,-55.74754,-16.021311,0
-12.5,-47.833333,-47.833333,-12.5,0
-12.5,-47.83,-47.83,-12.5,0
-12.67,-46.5,-46.5,-12.67,0
-6.216667,-48.45,-48.45,-6.216667,0
-0.949454,-61.9153,-61.9153,-0.949454,0
-2.883334,-59.966667,-59.966667,-2.883334,0
-2.883333,-59.966667,-59.966667,-2.883333,0
-2.88,-59.97,-59.97,-2.88,0
-2.88333,-59.96667,-59.96667,-2.88333,0
-2.883333,-59.966666,-59.966666,-2.883333,0
-16.285833,-54.902778,-54.902778,-16.285833,0
-10.304722,-48.095833,-48.095833,-10.304722,0
-15.166667,-56.85,-56.85,-15.166667,0
-10.283333,-48.216667,-48.216667,-10.283333,0
-10.295833,-49.233333,-49.233333,-10.295833,0
-16.516667,-56.7,-56.7,-16.516667,0
-16.31,-56.42,-56.42,-16.31,0
-8.259167,-70.983333,-70.983333,-8.259167,0
-1.733333,-51.55,-51.55,-1.733333,0
-8.2555,-70.98,-70.98,-8.2555,0
-8.255556,-70.98,-70.98,-8.255556,0
-2.417486,-59.762295,-59.762295,-2.417486,0
-7.183333,-47.433333,-47.433333,-7.183333,0
-12.2,-49.166667,-49.166667,-12.2,0
-2.516667,-55,-55,-2.516667,0
-3.033333,-60.283333,-60.283333,-3.033333,0
-16.333333,-56.583333,-56.583333,-16.333333,0
-16.4,-56.616667,-56.616667,-16.4,0
-9.97,-67.8,-67.8,-9.97,0
-0.4,-61.8,-61.8,-0.4,0
-2.407222,-59.727778,-59.727778,-2.407222,0
-2.425278,-59.830556,-59.830556,-2.425278,0
-16.45,-52.666667,-52.666667,-16.45,0
3.366667,-61.433333,-61.433333,3.366667,0
3.36666,-61.43333,-61.43333,3.36666,0
-6.392611,-44.476864,-44.476864,-6.392611,0
-1.066667,-52.9,-52.9,-1.066667,0
3.366667,-61.416667,-61.416667,3.366667,0
3.5,-61.7,-61.7,3.5,0
-2,-59,-59,-2,0
-2.416667,-59.85,-59.85,-2.416667,0
3.416667,-61.483333,-61.483333,3.416667,0
-0.133333,-67.066667,-67.066667,-0.133333,0
-0.133333,-67.07,-67.07,-0.133333,0
-5,-62.833333,-62.833333,-5,0
-2.883333,-59.97,-59.97,-2.883333,0
-3.4953042,-45.2510858,-45.2510858,-3.4953042,0
-3.491944,-45.250833,-45.250833,-3.491944,0
3.366667,-61.333333,-61.333333,3.366667,0
-7.204003,-52.585459,-52.585459,-7.204003,0
3.37,-61.33,-61.33,3.37,0
-7.203889,-52.585556,-52.585556,-7.203889,0
-2.383333,-59.85,-59.85,-2.383333,0
-2.483333,-54.95,-54.95,-2.483333,0
-2.366667,-59.95,-59.95,-2.366667,0
-2.31666,-60.08333,-60.08333,-2.31666,0
-2.316667,-60.083333,-60.083333,-2.316667,0
0.25,-63.166667,-63.166667,0.25,0
0.245733,-63.236779,-63.236779,0.245733,0
0.008333,-63.173611,-63.173611,0.008333,0
-0.245833,-63.236667,-63.236667,-0.245833,0
-7.666667,-73.15,-73.15,-7.666667,0
-11.67,-55.75,-55.75,-11.67,0
-5,-63,-63,-5,0
0.816667,-63.316667,-63.316667,0.816667,0
1.533333,-62.8,-62.8,1.533333,0
1.53,-62.8,-62.8,1.53,0
-10.183333,-63.05,-63.05,-10.183333,0
-9.95,-48.65,-48.65,-9.95,0
-7.483333,-73.65,-73.65,-7.483333,0
-7.766667,-72.333333,-72.333333,-7.766667,0
-7,-72,-72,-7,0
-7.133333,-73.216667,-73.216667,-7.133333,0
-7.783333,-51.116667,-51.116667,-7.783333,0
1.133333,-51.45,-51.45,1.133333,0
-6.5,-47.5,-47.5,-6.5,0
0.17,-51.62,-51.62,0.17,0
-0.17,-51.62,-51.62,-0.17,0
-8,-63,-63,-8,0
-3.291865,-59.872744,-59.872744,-3.291865,0
-3.291944,-59.872778,-59.872778,-3.291944,0
-6.05,-50.266667,-50.266667,-6.05,0
-6.5,-50.27,-50.27,-6.5,0
-6.05,-50.27,-50.27,-6.05,0
-14.75,-52.333333,-52.333333,-14.75,0
-3.35417,-64.71139,-64.71139,-3.35417,0
-3.3331,-64.7119,-64.7119,-3.3331,0
-3.333056,-64.711944,-64.711944,-3.333056,0
-3.333333,-64.833333,-64.833333,-3.333333,0
-3.33,-64.83,-64.83,-3.33,0
-3.345023,-64.823928,-64.823928,-3.345023,0
-3.345,-64.823889,-64.823889,-3.345,0
-0.221111,-55.165833,-55.165833,-0.221111,0
-1.583333,-55.533333,-55.533333,-1.583333,0
-2.433333,-59.8,-59.8,-2.433333,0
-3.883333,-49.683333,-49.683333,-3.883333,0
-3.909262,-49.673567,-49.673567,-3.909262,0
-3.88,-49.68,-49.68,-3.88,0
-3.909167,-49.673611,-49.673611,-3.909167,0
-7.516667,-63.166667,-63.166667,-7.516667,0
-16.51666,-56.7,-56.7,-16.51666,0
-5.416667,-44.916667,-44.916667,-5.416667,0
-4.433333,-44.966667,-44.966667,-4.433333,0
-5.42,-44.92,-44.92,-5.42,0
-9.852192,-68.888515,-68.888515,-9.852192,0
-4.43,-44.97,-44.97,-4.43,0
-10.12,-67.6,-67.6,-10.12,0
-9.852222,-68.888611,-68.888611,-9.852222,0
-10.95,-68.78,-68.78,-10.95,0
-1.416667,-61.083333,-61.083333,-1.416667,0
-0.416667,-64.416667,-64.416667,-0.416667,0
-1.417,-61.208,-61.208,-1.417,0
-0.42,-64.42,-64.42,-0.42,0
-1.416944,-61.208056,-61.208056,-1.416944,0
-0.333333,-66.916667,-66.916667,-0.333333,0
-0.33333,-66.91666,-66.91666,-0.33333,0
-0.33,-66.92,-66.92,-0.33,0
-1.515667,-59.847157,-59.847157,-1.515667,0
-1.515556,-59.847222,-59.847222,-1.515556,0
-11.728961,-49.068579,-49.068579,-11.728961,0
-14.833333,-58.5,-58.5,-14.833333,0
-14.83,-58.5,-58.5,-14.83,0
-10.7972048,-49.6238719,-49.6238719,-10.7972048,0
-10.793611,-49.623333,-49.623333,-10.793611,0
-1.6666446,-45.3719931,-45.3719931,-1.6666446,0
-1.663333,-45.371667,-45.371667,-1.663333,0
-3.354622,-60.73212,-60.73212,-3.354622,0
-3.354722,-60.732222,-60.732222,-3.354722,0
-2.583333,-54.5,-54.5,-2.583333,0
-5.878333,-46.698889,-46.698889,-5.878333,0
-1.765556,-55.866111,-55.866111,-1.765556,0
-5.819444,-46.138333,-46.138333,-5.819444,0
-3.462222,-44.870556,-44.870556,-3.462222,0
-5.470756,-44.779783,-44.779783,-5.470756,0
-6.078858,-44.439353,-44.439353,-6.078858,0
-5.939239,-44.640722,-44.640722,-5.939239,0
-5.575833,-44.385,-44.385,-5.575833,0
-4.7086,-61.29,-61.29,-4.7086,0
-4.1781,-60.8031,-60.8031,-4.1781,0
-4.708611,-61.29,-61.29,-4.708611,0
-4.178056,-60.803056,-60.803056,-4.178056,0
-3.386992,-57.7193659,-57.7193659,-3.386992,0
-3.383611,-57.718333,-57.718333,-3.383611,0
-2.955833,-59.922222,-59.922222,-2.955833,0
-3.067324,-59.995308,-59.995308,-3.067324,0
-3.067222,-59.995278,-59.995278,-3.067222,0
-8.89724,-65.710216,-65.710216,-8.89724,0
-8.897222,-65.710278,-65.710278,-8.897222,0
-10.283333,-48.55,-48.55,-10.283333,0
-2.88611,-59.96944,-59.96944,-2.88611,0
-3.366667,-64.866667,-64.866667,-3.366667,0
-3.916667,-63.166667,-63.166667,-3.916667,0
-3.92,-63.17,-63.17,-3.92,0
-12.925,-51.82961,-51.82961,-12.925,0
-12.925,-51.829722,-51.829722,-12.925,0
-0.880288,-52.569489,-52.569489,-0.880288,0
-0.880278,-52.569444,-52.569444,-0.880278,0
-12.81667,-51.76667,-51.76667,-12.81667,0
-12.816667,-51.766667,-51.766667,-12.816667,0
-12.81666,-51.76666,-51.76666,-12.81666,0
-11,-63,-63,-11,0
-12.82,-51.77,-51.77,-12.82,0
-9.253256,-63.026951,-63.026951,-9.253256,0
-9.253333,-63.026944,-63.026944,-9.253333,0
-9.8,-65.63,-65.63,-9.8,0
1,-61,-61,1,0
2.689161,-61.35272,-61.35272,2.689161,0
2.689167,-61.352778,-61.352778,2.689167,0
3.756087,-61.759655,-61.759655,3.756087,0
-14.73333,-52.33333,-52.33333,-14.73333,0
-14.733333,-52.333333,-52.333333,-14.733333,0
-14.73,-52.33,-52.33,-14.73,0
-14.63333,-52.23333,-52.23333,-14.63333,0
-14.63,-52.23,-52.23,-14.63,0
-14.633333,-52.233333,-52.233333,-14.633333,0
-15.89,-52.256667,-52.256667,-15.89,0
-15.8940109,-52.2574556,-52.2574556,-15.8940109,0
-15.33,-52.23,-52.23,-15.33,0
-6.948409,-62.224073,-62.224073,-6.948409,0
-6.948333,-62.224167,-62.224167,-6.948333,0
-12,-57,-57,-12,0
-13.2,-52.566667,-52.566667,-13.2,0
-13.2,-52.57,-52.57,-13.2,0
-13.5558622,-52.2688484,-52.2688484,-13.5558622,0
-13.2,-52.56667,-52.56667,-13.2,0
-13.552222,-52.268056,-52.268056,-13.552222,0
-3.444747,-47.460914,-47.460914,-3.444747,0
-3.444722,-47.460833,-47.460833,-3.444722,0
-7.433333,-45,-45,-7.433333,0
-7.12,-45.125,-45.125,-7.12,0
-7.43,-45,-45,-7.43,0
-8.166667,-46.166667,-46.166667,-8.166667,0
2.3,-52.633333,-52.633333,2.3,0
2.3,-52.63,-52.63,2.3,0
2.3,-52.63333,-52.63333,2.3,0
3.55,-51.616667,-51.616667,3.55,0
3.55,-51.62,-51.62,3.55,0
-3.13333,-60.01666,-60.01666,-3.13333,0
-1.35,-48.333333,-48.333333,-1.35,0
-0.9747,-62.9242,-62.9242,-0.9747,0
-2.550163,-44.24243,-44.24243,-2.550163,0
-3.075556,-59.955833,-59.955833,-3.075556,0
-3.075656,-59.955906,-59.955906,-3.075656,0
-7.5,-70.25,-70.25,-7.5,0
-9.333333,-69,-69,-9.333333,0
-9.33,-69,-69,-9.33,0
-9.33333,-69,-69,-9.33333,0
-4,-53,-53,-4,0
-8.8842,-62.2167,-62.2167,-8.8842,0
-8.884167,-62.216667,-62.216667,-8.884167,0
0.516667,-67.266667,-67.266667,0.516667,0
-0.130779,-67.08775,-67.08775,-0.130779,0
-15.596111,-56.096667,-56.096667,-15.596111,0
-4.245278,-61.63,-61.63,-4.245278,0
-3.033333,-60.28,-60.28,-3.033333,0
-5.45,-45.67,-45.67,-5.45,0
-7.516667,-63.17,-63.17,-7.516667,0
3.653,-63.42,-63.42,3.653,0
-1.583333,-55.53,-55.53,-1.583333,0
-3.235847,-60.14,-60.14,-3.235847,0
-9.271944,-64.39,-64.39,-9.271944,0
-15.460556,-55.749722,-55.749722,-15.460556,0
-1.48559,-61.37206,-61.37206,-1.48559,0
-1.5206,-61.35596,-61.35596,-1.5206,0
-1.52113,-61.35685,-61.35685,-1.52113,0
-1.52564,-61.35715,-61.35715,-1.52564,0
-1.54116,-61.27685,-61.27685,-1.54116,0
-2.567703,-44.262222,-44.262222,-2.567703,0
-10.77306,-53.08972,-53.08972,-10.77306,0
-4.14444,-65.08583,-65.08583,-4.14444,0
-2.98693,-58.49854,-58.49854,-2.98693,0
-13.40083,-55.92333,-55.92333,-13.40083,0
-7.116667,-45.116667,-45.116667,-7.116667,0
-9.18,-68.72,-68.72,-9.18,0
-15.612755,-56.043867,-56.043867,-15.612755,0
3.40505,-61.47867,-61.47867,3.40505,0
3.39599,-61.46338,-61.46338,3.39599,0
3.39599,-61.46158,-61.46158,3.39599,0
3.39601,-61.47643,-61.47643,3.39601,0
3.38693,-61.45575,-61.45575,3.38693,0
3.38692,-61.45215,-61.45215,3.38692,0
3.36886,-61.46343,-61.46343,3.36886,0
3.36887,-61.47512,-61.47512,3.36887,0
3.36885,-61.46208,-61.46208,3.36885,0
3.36882,-61.44543,-61.44543,3.36882,0
3.36885,-61.45532,-61.45532,3.36885,0
3.35983,-61.47559,-61.47559,3.35983,0
3.35983,-61.47379,-61.47379,3.35983,0
3.36889,-61.48367,-61.48367,3.36889,0
3.3598,-61.45219,-61.45219,3.3598,0
3.35979,-61.44319,-61.44319,3.35979,0
-7.5,-72.5,-72.5,-7.5,0
-0.13,-67.07,-67.07,-0.13,0
-3,-59.92,-59.92,-3,0
-3,-60,-60,-3,0
-4.88,-65.18,-65.18,-4.88,0
3.756111,-61.759722,-61.759722,3.756111,0
-2.550278,-44.2425,-44.2425,-2.550278,0
-15.890278,-52.256667,-52.256667,-15.890278,0
-15.612778,-56.043889,-56.043889,-15.612778,0
-0.6675,-48.5075,-48.5075,-0.6675,0
-11.524631,-54.355206,-54.355206,-11.524631,0
