lon;lat
-51,798055;-29,365278
-43,421667;-22,539167
-51,139631;-29,637994
-47,204722;-24,110555
-68,13775;-9,7165
-68,13775;-9,7165
-44,324444;-22,869722
-44,324444;-22,869722
-65,467778;-9,610833
-65,467777;-9,610833
-65,467778;-9,610833
-65,467778;-9,610833
-39,210621;-7,235365
-65,467778;-9,4775
-49,683389;-22,385361
-39,06925;-7,449972
-62,118611;-11,187222
-68,1375;-9,716389
-62,1186;-11,1872
-62,118611;-11,187222
-57,552694;-16,527028
-36,841111;-10,234889
-53;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-53;-22
-52;-22
-52;-22
-53;-22
-52;-22
-53;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-52;-22
-37,570833;-9,026389
-46,358889;-13,735556
-56,775556;-9,346389
-38,653;-7,232666
-35,754444;-7,076667
-38,653;-7,232667
-35,754444;-7,76
-39,37737;-13,43014
-39,691236;-4,560236
-49,332444;-25,610861
-39,691111;-4,56
-37,409756;-10,036106
-36,800833;-10,346944
-36,800833;-10,346944
-39,691111;-4,560278
-49,13;-22,41
-49,13;-22,41
-40,960556;-3,808611
-56,826111;-9,345278
-40,960556;-3,808611
-38,566944;-9,435639
-50,572694;-23,1495
-38,223889;-7,006389
-40,935278;-3,72
-40,959256;-3,718206
-50,050278;-17,411667
-50,080278;-17,687222
-50,080278;-17,687222
-58,749528;-11,413389
-40,959167;-3,718333
-58,749444;-11,413333
-49,421667;-17,674444
-50,08;-17,688333
-51,673056;-18,921944
-51,673056;-18,921944
-50,082222;-17,687778
-50,107222;-17,720833
-41,883333;-20,533333
-46,53;-23,46
-46,407361;-23,388472
-53,683333;-29,566667
-53,361944;-22,610278
-51,961667;-21,257778
-45,945278;-23,330333
-45,945278;-23,330333
-45,945278;-23,330333
-46,636806;-23,452333
-46,636389;-23,451333
-46,636389;-23,451333
-46,63525;-23,449083
-46,634556;-23,447917
-46,634556;-23,447917
-46,634556;-23,447917
-46,633444;-23,447472
-46,635722;-23,449194
-46,635722;-23,449194
-46,635722;-23,449194
-46,635722;-23,449194
-46,60895;-23,429183
-46,60895;-23,429183
-46,60895;-23,429183
-46,60895;-23,429183
-46,60895;-23,429183
-40,222361;-10,357583
-64,393333;-9,270833
-64,233611;-9,161389
-64,393333;-9,270833
-64,393333;-9,270833
